set_number,set_title,term,meaning,mnemonic,part_of_speech,example,synonyms
21,Set 21,Amicable,বিনয়ী / বন্ধুত্বপূর্ণ,A MIC on the TABLE,,They reached an amicable settlement.,"cordial, fraternal, harmonious, courteous"
21,Set 21,Animosity,শত্রুতা,eNEMY এর cITY,,There was deep animosity between the two families.,"antipathy, animus, aversion, acrimony, rancour, abhorrence, malevolence"
21,Set 21,Aver,নিশ্চিতভাবে বলা,Affirmative VERsion,,She averred that she had never seen the man.,"profess, protest, avouch, asseverate"
21,Set 21,Barrage,প্রতিবন্ধক / বাণবর্ষণ,BAR AGE,,He faced a barrage of questions from reporters.,"abundance, plethora, profusion, torrent, spate"
21,Set 21,Cathartic,আবেগমুক্তিকর,CATHA (কাঁথা) ARTICle,,A good cry can be cathartic.,"purgative, purging, purifying, exorcising, abreactive, therapeutic, cleansing"
21,Set 21,Decipher,পাঠোদ্ধার / রহস্যোদ্ধার করা,DEsI pH ER,,It took experts years to decipher the code.,"discern, fathom, penetrate, apprehend, untangle"
21,Set 21,Delusion,বিভ্রম,ilLUSION,,He is under the delusion that he can't fail.,"deluding, duping, fallacy, chimera"
21,Set 21,Dispense,বিতরণ করা,ডিসপেন্সারি দোকান,,The machine dispenses hot drinks.,"provide, relinquish, renounce, disburse"
21,Set 21,Eloquent,বাকপটু / সাবলীল,ELO is Quite flUENT,,She gave an eloquent speech at the ceremony.,"fluent, articulate, expressive, silver-tongued"
21,Set 21,Enthral,মুগ্ধ করা / দাসত্বে আবদ্ধ করা,EN (এক) THRAL (আবদ্ধ),,The story enthralled the young audience.,"enchant, bewitch, beguile, entrance, enrapture, allure, ensnare, dazzle, absorb, transfix"
21,Set 21,Eradicate,নির্মূল করা,ইরা DI (দিদি) ATE,,The campaign aims to eradicate polio.,"suppress, extirpate, obliterate, abolish, expunge"
21,Set 21,Fledgling,অনভিজ্ঞ / নবীন,F (ফালতু) sLEDGING,,The fledgling company struggled at first.,"burgeoning, embryonic, nascent, incipient, naive, emerging, callow"
21,Set 21,Fortitude,মনোবল,FORT (দুর্গ) aTITUDE,,She bore the illness with great fortitude.,"intrepidity, stoicism, forbearance, tenacity, pertinacity, resolution, valour"
21,Set 21,Fortuitous,আকস্মিক / ভাগ্যক্রমে,TorTOIse won by FORTUne,,Their meeting was entirely fortuitous.,"haphazard, providential, serendipitous, expedient, felicitous, apt"
21,Set 21,Goad,প্রেরণা / উসকানি দেওয়া,GO advance,,His rivals goaded him into a foolish bet.,"badger, incite, stimulate, inflame, impel, induce, spur"
21,Set 21,Imminent,আসন্ন,IMMediate as in a MINute,,A storm is imminent.,"impending, forthcoming, menacing, anticipated"
21,Set 21,Incontrovertible,অকাট্য,IN (না) CONVERTIBLE গাড়ি,,The DNA provided incontrovertible proof.,"irrefutable, unassailable, unequivocal, manifest, emphatic, apodictic"
21,Set 21,Itinerant,ভ্রমণকারী / ভ্রাম্যমাণ,eTIN নিয়ে RANT (গলাবাজি),,He worked as an itinerant musician for years.,"peripatetic, wayfaring, vagrant, vagabond, restless, errant, nomadic"
21,Set 21,Magnanimous,উদার,MAGNA (মাগনা) NIM (নিমপাতা) US,,She was magnanimous in victory.,"benevolent, beneficent, munificent, altruistic, chivalrous"
21,Set 21,Meritorious,মেধাবী / প্রশংসনীয়,MERIT (মেধা) OR (ওর) iOS,,He received a medal for meritorious service.,"praiseworthy, laudable, exemplary"
21,Set 21,Mutiny,বিদ্রোহ / গোলমাল,MUTant cell,,The sailors staged a mutiny against the captain.,"revolution, insurgence, subversion, sedition, anarchy"
21,Set 21,Paradoxical,আপাত-বিরোধী / বৈপরীত্য,PARADOX তৈরি করে এমন,,It is paradoxical that spending money can save money.,"incongruous, anomalous, baffling, bewildering, inexplicable"
21,Set 21,Perseverance,অধ্যবসায়,PER EVEning RANCE (রান্না),,Her perseverance finally paid off.,"tenacity, resolution, doggedness, pertinacity, assiduity, intransigence"
21,Set 21,Render,পেশ করা / পরিণত করা,video RENDERing,,The verdict rendered him speechless.,"deliver, distribute, provide, restore"
21,Set 21,Repertoire,দক্ষতার সংগ্রহসম্ভার,REPEaT chOIR,,The band added new songs to its repertoire.,"repertory, stockpile, collection"
21,Set 21,Resilient,স্থিতিস্থাপক / টিকে থাকতে পারে এমন,RE (আবার) SILENT,,Children are often remarkably resilient.,"buoyant, irrepressible, adaptable, flexible, plastic, supple"
21,Set 21,Resolute,অটল,new year's RESOLUTion,,She was resolute in her decision to leave.,"adamant, stalwart, pertinacious, tenacious, dogged, obstinate, obdurate, intransigent, mettlesome, indurate"
21,Set 21,Supple,কোমল / নমনীয়,চপ্পলের মত বাঁকা করা যায়,,Years of yoga kept her body supple.,"limber, deft, pliant, malleable, plastic, flexible, resilient"
21,Set 21,Valour,বীরত্ব,VAL (কপাল) OUR (আমাদের),,The soldier was honoured for his valour.,"intrepidity, pluck, audacity, gallantry, fortitude, spunk, moxie"
22,Set 22,Arresting,গ্রেফতার / চমকপ্রদ,ARRESTING gets all the attention,,The painting had an arresting use of colour.,"conspicuous, dazzling, astonishing, staggering, phenomenal"
22,Set 22,Chastise,তিরস্কার করা,CHeST এ IcE (মা শাসন করে),,The manager chastised him for the error.,"admonish, chide, censure, castigate, lambaste, scourge, wallop, discipline"
22,Set 22,Cumbersome,কষ্টকর / ভারী,CoMe BEar SOME heavy things,,The old machine was cumbersome to operate.,"incommodious, inefficient, complex, slow, complicated, clumsy, unmanageable"
22,Set 22,Economy,অর্থনীতি / মিতব্যয়,একটু কমই,,She managed the household with great economy.,"thrift, prudence, canniness, frugality, abstemiousness, miserliness"
22,Set 22,Elementary,প্রাথমিক,ELEMENT of primARY,,These are elementary facts every student knows.,"rudimentary, basal, preparatory, initiatory, radical, underlying, simplistic"
22,Set 22,Embellish,সুশোভিত করা,M এর মত রুটি বেলিস,,He embellished the tale with dramatic details.,"adorn, exaggerate, catastrophize, elaborate"
22,Set 22,Euphoric,উচ্ছ্বাসপূর্ণ,ইউরেকা! ফড়িং!,,The fans were euphoric after the win.,"gleeful, exhilarated, animated, jubilant, exultant, intoxicated, elated"
22,Set 22,Exonerate,নির্দোষ প্রমাণ / পুনর্বাসন করা,EX hONoR আগের RATE-এ ফেরত,,New evidence exonerated the accused.,"absolve, vindicate, exculpate, liberate, exempt"
22,Set 22,Extrapolate,পূর্বানুমান করা,using EXTRA POLL to estimATE,,We can extrapolate future trends from this data.,"gauge, reckon, predict"
22,Set 22,Falter,ইতস্তত করা / মনোবল হারানো,"FAulty, so don't utTER",,Her voice faltered as she read the letter.,"halt, splutter, flounder, fluctuate, vacillate, waver, oscillate"
22,Set 22,Fervent,উগ্র / তপ্ত / প্রবল,FuRnace এর VENT,,He is a fervent supporter of reform.,"vehement, ardent, fervid, profound, zealous, fanatical, avid"
22,Set 22,Foment,উসকে দেওয়া,Firing mOMENT,,The speech was intended to foment unrest.,"instigate, incite, agitate, enkindle"
22,Set 22,Gaffe,ভুল,blunder like GAddaFi,,The minister's gaffe made headlines.,"blunder, indiscretion, impropriety"
22,Set 22,Heterodox,প্রচলিত মতের বিরোধী,HETERO (ভিন্ন) DOgma (মতবাদ),,His heterodox opinions upset the traditionalists.,"heretical, dissident, blasphemous, apostate, iconoclastic, sceptical, agnostic, idolatrous, pagan"
22,Set 22,Histrionic,নাটুকে,HySTeRIa রোগীর মত IcONIC,,Her histrionic reaction embarrassed everyone.,"theatrics, tantrums, affectation, artificiality"
22,Set 22,Implicit,অন্তর্নিহিত,IMPLy (বোঝানো) CITe,,There was an implicit threat in his tone.,"inherent, latent, underlying, tacit, absolute"
22,Set 22,Inviolate,অলঙ্ঘিত / রক্ষিত,IN (না) VIOLATE (ভঙ্গ),,The treaty kept the border inviolate.,"untouched, unscathed, unsullied, pristine, virgin"
22,Set 22,Liability,দায়,LIes on ABILITY,,The old bridge is now a safety liability.,"culpability, guilt, onus, encumbrance, nuisance, impediment, Achilles heel"
22,Set 22,Obstinate,অনড় / অবাধ্য / একগুঁয়ে,OBSessive TeeN ATE,,He was too obstinate to admit his mistake.,"obdurate, refractory, rigid, inexorable, tenacious, pertinacious, dogged, adamant, steadfast"
22,Set 22,Painstaking,শ্রমসাধ্য / যত্নশীল,PA INSTA KING এর মত যত্ন,,The restoration required painstaking work.,"meticulous, assiduous, sedulous, industrious, laborious, punctilious, scrupulous, pedantic"
22,Set 22,Phlegmatic,আবেগহীন শান্ত,don't Pull LEG who's calm,,She remained phlegmatic during the crisis.,"serene, tranquil, placid, stolid, imperturbable, poised"
22,Set 22,Prodigious,দৈত্যাকার / বিস্ময়কর,Kota Factory এর PRODIGY,,The author has a prodigious output of novels.,"colossal, mammoth, inordinate, gargantuan, miraculous"
22,Set 22,Propensity,প্রবণতা,PRO (প্রবণতা) PEN cITY,,He has a propensity for exaggeration.,"predisposition, proneness, proclivity, aptness, penchant, predilection"
22,Set 22,Qualm,বিবেকের দংশন,QUestioning self like an ALarM,,She had no qualms about telling the truth.,"demur, apprehension, trepidation, disquiet, scruple, remorse"
22,Set 22,Renege,প্রতিজ্ঞা ভঙ্গ করা,RE (আবার) NEG (নেতিবাচক),,They reneged on their promise to pay.,"repudiate, retract, break"
22,Set 22,Stinting,কৃপণতা,S (supply) TINy ThING,,"She was generous, never stinting with praise.","limiting, restricting, sparing"
22,Set 22,Temper,মানসিক অবস্থা / রাগ / প্রশমিত করা,TEMPERature TEMPERs us,,He tempered his criticism with some praise.,"mitigate, palliate, alleviate, assuage"
22,Set 22,Tentative,সম্ভাব্য / দ্বিধাগ্রস্ত,TENT of reLATIVE,,We made a tentative plan to meet on Friday.,"conjectural, exploratory, pilot, wavering, diffident"
22,Set 22,Unprecedented,অভূতপূর্ব / নজিরবিহীন,UN (না) PRE (আগে) inCiDENT,,The storm caused unprecedented damage.,"unrivalled, prodigious, anomalous, revolutionary"
22,Set 22,Vivacious,প্রাণবন্ত,preCIOUS skill in VIVA,,"She has a vivacious, outgoing personality.","animated, effervescent, ebullient, buoyant, scintillating, jaunty, zestful"
23,Set 23,Allusive,সাঙ্কেতিক / ইঙ্গিতপূর্ণ,ALU is excluSIVE,,Her allusive poetry hints at hidden meanings.,"figurative, emblematic, allegorical, parabolic, connotative, mnemonic"
23,Set 23,Astute,বিচক্ষণ,AS TUTor,,He made an astute business decision.,"shrewd, ingenious, canny, sagacious, artful, savvy, argute, sapient"
23,Set 23,Commence,শুরু করা,COME on! aCE,,The ceremony will commence at noon.,"initiate, institute, inaugurate"
23,Set 23,Convalescent,নিরাময় / আরোগ্যলাভরত,CONVoy LESs fit CENT,,She spent a week in a convalescent home after surgery.,"recuperating, recovering, improving"
23,Set 23,Curb,প্রতিবন্ধক / ঘোড়ার লাগাম,Control UR Brother,,The city introduced measures to curb pollution.,"rein, deterrent, suppressant, retardant, trammel, restraint, constraint"
23,Set 23,Decry,প্রকাশ্য নিন্দা করা,DEep CRY,,Activists decried the new law as unfair.,"censure, lambaste, deplore, vilify, execrate, disparage, deprecate, excoriate, asperse, condemn"
23,Set 23,Duress,জোর-জবরদস্তি,DUe stRESS,,The signature was obtained under duress.,"coercion, compulsion, intimidation, enforcement, exaction"
23,Set 23,Evoke,আহ্বান করা / মনে আনা,E (একটি) V (ভূত) wOKE,,The old song evoked happy memories.,"invoke, elicit, kindle, stimulate, arouse"
23,Set 23,Fawn,চাটুকারিতা করা / হরিণশাবক,FAN gets favour by flattery,,He fawned over the visiting celebrity.,"obsequious, servile, sycophantic, unctuous, grovel"
